Employee_1D,city,gender,HR Analytics,University Grade,education_level,Has HR expereince,experience,Job changes,Training hours,company_size,Get HR Analytics Job? 
182444,city_103,Male,Has relevent experience,Grade 3,Graduate,No,17,>4,,100-500,Yes
182539,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,100-500,Yes
182607,city_162,Male,Has relevent experience,Grade 2,Graduate,Yes,6,1,,1-10,Yes
182694,city_128,,No relevent experience,Grade 2,Graduate,Yes,3,1,,,Yes
182790,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,11,>4,,1-10,Yes
182881,city_160,Female,Has relevent experience,Grade 1,Graduate,No,15,3,,500-999,Yes
182883,city_64,Male,Has relevent experience,Grade 2,Graduate,No,15,3,,50-99,Yes
182904,city_45,,Has relevent experience,Grade 3,Graduate,Yes,15,2,,,No
182974,city_114,Male,No relevent experience,Grade 3,Masters,Yes,>20,1,,500-999,Yes
182981,city_61,Male,Has relevent experience,Grade 3,Graduate,Yes,19,1,,<10,Yes
183034,city_103,Male,No relevent experience,Grade 2,High School,Yes,6,3,,,Yes
183079,city_100,Female,Has relevent experience,Grade 2,Graduate,No,17,>4,,100-500,Yes
183143,city_16,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,10000+,Yes
183158,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,50-99,Yes
183257,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,10000+,Yes
183311,city_36,Male,Has relevent experience,Grade 1,High School,Yes,10,3,,100-500,Yes
183374,city_142,Male,Has relevent experience,Grade 2,Masters,Yes,5,1,,<10,No
183474,city_128,,Has relevent experience,Grade 2,Graduate,Yes,3,1,,,No
183516,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,6,1,,100-500,Yes
183544,city_11,,Has relevent experience,Grade 1,Masters,Yes,1,never,,50-99,Yes
183587,city_160,Male,No relevent experience,Grade 3,Graduate,Yes,12,2,,,Yes
183619,city_165,Female,No relevent experience,Grade 2,Masters,Yes,<1,1,,1-10,Yes
183680,city_27,Male,No relevent experience,Grade 3,Graduate,Yes,10,never,,,Yes
183702,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,2,1,,<10,Yes
183749,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,2,,500-999,Yes
183765,city_103,Female,No relevent experience,Grade 1,Masters,Yes,4,1,,1000-4999,Yes
183807,city_136,Female,No relevent experience,Grade 2,Phd,Yes,6,1,,,No
183815,city_103,Male,No relevent experience,Grade 1,Graduate,Yes,2,2,,,Yes
183817,city_160,,No relevent experience,Grade 3,Masters,Yes,16,1,,10000+,Yes
183884,city_30,Female,Has relevent experience,Grade 3,Graduate,Yes,9,1,,100-500,No
183930,city_19,Female,No relevent experience,Grade 3,Graduate,Yes,<1,3,,,No
184016,city_114,Male,No relevent experience,Grade 3,Graduate,Yes,5,2,,,No
184047,city_21,Male,No relevent experience,Grade 1,Primary School,Yes,1,never,,,Yes
184139,city_21,Male,Has relevent experience,Grade 1,Masters,Yes,19,never,,50-99,Yes
184227,city_21,,No relevent experience,Grade 1,Masters,No,2,2,,,Yes
184299,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,2,1,,,No
184375,city_28,,No relevent experience,Grade 2,Phd,Yes,>20,3,,5000-9999,Yes
184465,city_114,Male,Has relevent experience,Grade 3,Graduate,Yes,11,>4,,,Yes
184483,city_74,,Has relevent experience,Grade 3,Graduate,Yes,7,2,,50-99,Yes
184570,city_114,Male,Has relevent experience,Grade 1,High School,Yes,7,never,,1-10,Yes
184575,city_162,Male,Has relevent experience,Grade 3,Masters,Yes,17,2,,50-99,No
184578,city_46,Male,No relevent experience,Grade 3,High School,Yes,3,1,,,No
184623,city_75,Other,Has relevent experience,Grade 3,Graduate,Yes,16,never,,,Yes
184627,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,4,2,,100-500,Yes
184670,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,13,>4,,500-999,Yes
184768,city_83,,No relevent experience,Grade 1,Masters,Yes,4,3,,50-99,Yes
184769,city_21,,Has relevent experience,Grade 3,Graduate,Yes,7,1,,,Yes
184822,city_24,Male,Has relevent experience,Grade 2,Masters,Yes,11,3,,,Yes
184827,city_105,Male,Has relevent experience,Grade 3,Graduate,No,11,>4,,100-500,Yes
184915,city_21,,No relevent experience,Grade 1,Graduate,Yes,4,never,,,Yes
184974,city_149,,No relevent experience,Grade 2,Graduate,Yes,5,1,,1000-4999,Yes
185006,city_16,,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,100-500,Yes
185096,city_75,,Has relevent experience,Grade 3,Graduate,Yes,9,1,,5000-9999,Yes
185151,city_45,Male,Has relevent experience,Grade 2,Graduate,Yes,5,4,,<10,Yes
185204,city_24,,No relevent experience,Grade 2,Masters,Yes,8,1,,500-999,Yes
185268,city_16,Male,Has relevent experience,Grade 2,Masters,Yes,4,3,,<10,Yes
185342,city_21,Female,Has relevent experience,Grade 2,Graduate,Yes,7,4,,,No
185411,city_21,Male,No relevent experience,Grade 3,High School,No,4,never,,,No
185436,city_75,Male,Has relevent experience,Grade 1,Graduate,Yes,4,1,,50-99,Yes
185486,city_144,Male,Has relevent experience,Grade 2,High School,Yes,13,1,,50-99,Yes
185577,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,12,1,,100-500,No
185597,city_134,Male,Has relevent experience,Grade 2,Masters,Yes,9,1,,1000-4999,Yes
185658,city_160,,Has relevent experience,Grade 3,Masters,Yes,7,2,,,Yes
185679,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,15,1,,10000+,Yes
185706,city_16,,No relevent experience,Grade 3,Graduate,Yes,6,1,,10000+,No
185713,city_16,,Has relevent experience,Grade 2,Graduate,Yes,4,1,,50-99,No
185798,city_114,Male,No relevent experience,Grade 3,Masters,Yes,3,3,,500-999,Yes
185827,city_74,Male,No relevent experience,Grade 2,Graduate,Yes,3,2,,,Yes
185918,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,11,2,,1000-4999,Yes
185990,city_103,Female,Has relevent experience,Grade 3,Graduate,Yes,11,1,,500-999,No
186006,city_159,Male,Has relevent experience,Grade 3,Masters,No,10,3,,100-500,Yes
186054,city_36,Male,Has relevent experience,Grade 3,Graduate,Yes,14,1,,1-10,Yes
186094,city_21,,Has relevent experience,Grade 2,Graduate,Yes,9,1,,,Yes
186189,city_115,Male,Has relevent experience,Grade 3,Graduate,Yes,7,1,,50-99,No
186199,city_72,Male,Has relevent experience,Grade 3,Graduate,Yes,3,1,,1000-4999,Yes
186242,city_73,Male,Has relevent experience,Grade 3,Graduate,Yes,9,3,,1-10,Yes
186292,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,15,1,,10000+,No
186360,city_136,,No relevent experience,Grade 2,Masters,No,5,1,,50-99,Yes
186427,city_114,Male,Has relevent experience,Grade 2,Graduate,Yes,13,>4,,100-500,Yes
186430,city_114,Male,Has relevent experience,Grade 2,Masters,Yes,11,never,,1000-4999,Yes
186433,city_11,Male,Has relevent experience,Grade 3,Graduate,Yes,12,3,,50-99,Yes
186520,city_136,,No relevent experience,Grade 2,Graduate,Yes,2,,,<10,Yes
186595,city_28,Male,Has relevent experience,Grade 3,Graduate,Yes,7,3,,1-10,Yes
186660,city_102,Male,No relevent experience,Grade 3,Masters,No,<1,1,,5000-9999,Yes
186746,city_21,,Has relevent experience,Grade 3,Graduate,Yes,3,1,,50-99,Yes
186764,city_103,,No relevent experience,Grade 2,Masters,Yes,3,1,,,No
186819,city_165,Male,Has relevent experience,Grade 2,Graduate,Yes,9,>4,,1000-4999,Yes
186854,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,7,2,,5000-9999,Yes
186938,city_103,,Has relevent experience,Grade 3,Graduate,No,5,2,,100-500,Yes
186955,city_53,Male,Has relevent experience,Grade 2,Graduate,No,9,2,,,No
186991,city_159,Male,Has relevent experience,Grade 3,Masters,Yes,16,1,,50-99,Yes
187008,city_16,Other,No relevent experience,Grade 3,Masters,Yes,>20,>4,,500-999,Yes
187099,city_28,Male,Has relevent experience,Grade 3,Masters,Yes,>20,1,,100-500,Yes
187116,city_103,,Has relevent experience,Grade 3,Graduate,Yes,15,>4,,,Yes
187120,city_115,Male,No relevent experience,Grade 3,Graduate,Yes,1,never,,,No
187146,city_50,Male,No relevent experience,Grade 2,High School,Yes,2,1,,,No
187209,city_114,Male,Has relevent experience,Grade 3,Masters,Yes,16,2,,50-99,Yes
187274,city_160,,Has relevent experience,Grade 1,Masters,Yes,11,3,,100-500,No
187355,city_41,Male,Has relevent experience,Grade 3,Graduate,Yes,8,2,,<10,Yes
187453,city_21,Male,No relevent experience,Grade 2,Graduate,Yes,3,1,,<10,No
187539,city_157,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,500-999,Yes
187633,city_103,Male,Has relevent experience,Grade 3,High School,Yes,16,4,,500-999,Yes
187709,city_67,Male,Has relevent experience,Grade 1,Masters,Yes,15,3,,100-500,Yes
187752,city_116,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,100-500,Yes
187849,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,15,>4,,100-500,Yes
187902,city_73,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,1-10,Yes
187909,city_77,Male,No relevent experience,Grade 3,High School,Yes,5,1,,1-10,No
187977,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,3,3,,10000+,Yes
188029,city_114,,Has relevent experience,Grade 3,,Yes,4,1,,1-10,Yes
188067,city_94,Male,Has relevent experience,Grade 3,Graduate,Yes,6,1,,,No
188161,city_21,Male,No relevent experience,Grade 2,Graduate,Yes,1,1,,10000+,Yes
188247,city_10,Male,No relevent experience,Grade 3,Masters,Yes,>20,1,,,Yes
188301,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,3,2,,5000-9999,No
188396,city_21,Male,No relevent experience,Grade 2,Graduate,Yes,2,never,,,No
188433,city_65,Female,Has relevent experience,Grade 3,Graduate,Yes,14,1,,100-500,No
188508,city_114,Male,Has relevent experience,Grade 3,Masters,No,>20,>4,,5000-9999,Yes
188534,city_71,Female,No relevent experience,Grade 2,Graduate,Yes,4,2,,10000+,Yes
188589,city_73,Male,Has relevent experience,Grade 3,Masters,Yes,12,>4,,,Yes
188595,city_16,,No relevent experience,Grade 3,Masters,Yes,7,1,,50-99,No
188664,city_41,Male,Has relevent experience,Grade 2,Graduate,Yes,16,1,,,Yes
188701,city_103,,Has relevent experience,Grade 1,Graduate,Yes,1,1,,1000-4999,Yes
188744,city_16,Male,Has relevent experience,Grade 1,Masters,No,17,1,,5000-9999,Yes
188781,city_90,,Has relevent experience,Grade 2,Graduate,Yes,2,1,,,Yes
188793,city_114,,Has relevent experience,Grade 3,Graduate,Yes,1,1,,,No
188841,city_138,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,1-10,Yes
188851,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,3,,1-10,Yes
188879,city_21,,No relevent experience,Grade 3,Graduate,Yes,4,1,,,No
188904,city_103,Male,No relevent experience,Grade 1,Phd,Yes,10,>4,,,Yes
188974,city_91,,No relevent experience,Grade 2,Primary School,Yes,2,1,,,Yes
189039,city_75,Male,Has relevent experience,Grade 2,Graduate,Yes,15,2,,,Yes
189099,city_75,,No relevent experience,Grade 3,Masters,Yes,9,1,,50-99,Yes
189178,city_21,,No relevent experience,Grade 1,Graduate,Yes,5,never,,,Yes
189216,city_103,,Has relevent experience,Grade 3,Graduate,Yes,10,,,500-999,Yes
189310,city_136,Female,No relevent experience,Grade 2,Graduate,Yes,4,never,,,Yes
189350,city_71,Male,Has relevent experience,Grade 2,Masters,Yes,3,1,,500-999,No
189419,city_21,,Has relevent experience,Grade 1,Graduate,Yes,3,1,,50-99,Yes
189424,city_150,,Has relevent experience,Grade 2,Masters,Yes,5,1,,1-10,No
189491,city_158,Male,Has relevent experience,Grade 3,Graduate,Yes,13,>4,,,No
189511,city_103,Other,No relevent experience,Grade 3,Graduate,Yes,4,3,,500-999,Yes
189592,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,5,1,,50-99,Yes
189690,city_100,,Has relevent experience,Grade 3,Masters,Yes,,3,,1-10,Yes
189756,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,10000+,Yes
189833,city_102,Male,Has relevent experience,Grade 2,Masters,No,5,2,,100-500,Yes
189877,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,7,3,,100-500,Yes
189885,city_71,Male,Has relevent experience,Grade 3,Masters,Yes,16,1,,50-99,No
189976,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,10,2,,,Yes
190071,city_103,Male,Has relevent experience,Grade 3,Masters,No,14,1,,10000+,Yes
190162,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,5,never,,100-500,Yes
190248,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,10000+,Yes
190264,city_114,,Has relevent experience,Grade 2,Graduate,Yes,10,4,,1-10,No
190345,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,,Yes
190401,city_13,Male,Has relevent experience,Grade 3,Masters,Yes,17,1,,1-10,Yes
190489,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,3,never,,10000+,No
190513,city_103,Female,No relevent experience,Grade 3,Phd,Yes,7,never,,,No
190574,city_114,Female,Has relevent experience,Grade 2,Masters,No,9,4,,<10,Yes
190633,city_11,,Has relevent experience,Grade 3,Masters,Yes,8,3,,50-99,Yes
190725,city_114,Male,Has relevent experience,Grade 2,Masters,Yes,15,1,,10000+,Yes
190743,city_2,Male,No relevent experience,Grade 3,Graduate,Yes,2,2,,,Yes
190822,city_160,Female,No relevent experience,Grade 2,Graduate,Yes,4,never,,,Yes
190889,city_103,Male,Has relevent experience,Grade 3,High School,Yes,>20,>4,,50-99,Yes
190985,city_67,Male,Has relevent experience,Grade 3,Masters,Yes,18,2,,100-500,Yes
191074,city_21,,No relevent experience,Grade 3,Masters,Yes,2,1,,100-500,Yes
191148,city_16,Male,Has relevent experience,Grade 2,Masters,Yes,13,1,,50-99,Yes
191227,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,4,1,,100-500,No
191252,city_83,Male,Has relevent experience,Grade 1,Graduate,Yes,9,1,,10000+,Yes
191330,city_67,Female,Has relevent experience,Grade 3,Graduate,Yes,4,1,,1000-4999,No
191370,city_128,Male,Has relevent experience,Grade 3,Graduate,Yes,6,2,,<10,Yes
191376,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,14,2,,100-500,Yes
191461,city_21,,No relevent experience,Grade 3,Masters,No,3,1,,50-99,Yes
191558,city_134,,No relevent experience,Grade 1,,Yes,1,,,,Yes
191569,city_1,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,,Yes
191604,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,11,1,,5000-9999,No
191629,city_21,Female,Has relevent experience,Grade 1,Masters,Yes,6,1,,50-99,Yes
191649,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,17,>4,,100-500,No
191740,city_16,,No relevent experience,Grade 3,Graduate,Yes,5,2,,50-99,No
191785,city_160,,No relevent experience,Grade 3,Graduate,Yes,>20,1,,,Yes
191852,city_90,Male,No relevent experience,Grade 2,Graduate,Yes,<1,1,,,Yes
191864,city_67,Female,No relevent experience,Grade 2,Graduate,Yes,5,1,,,No
191867,city_21,,Has relevent experience,Grade 3,,Yes,1,never,,,Yes
191941,city_20,Male,Has relevent experience,Grade 3,Graduate,Yes,11,3,,100-500,Yes
192035,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,19,3,,50-99,Yes
192067,city_98,,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,1000-4999,Yes
192086,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,2,2,,50-99,No
192151,city_67,,Has relevent experience,Grade 2,High School,Yes,5,1,,5000-9999,Yes
192225,city_21,,No relevent experience,Grade 2,Graduate,Yes,1,never,,,Yes
192291,city_21,Male,Has relevent experience,Grade 1,,Yes,2,2,,,Yes
192306,city_134,,No relevent experience,Grade 3,,Yes,2,never,,,No
192367,city_149,Male,No relevent experience,Grade 3,Graduate,Yes,4,1,,,Yes
192404,city_105,Male,Has relevent experience,Grade 2,Graduate,Yes,5,2,,100-500,Yes
192481,city_16,Male,No relevent experience,Grade 3,Primary School,Yes,3,2,,,No
192496,city_21,,No relevent experience,Grade 2,Graduate,Yes,3,never,,,No
192533,city_16,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,1,,<10,Yes
192628,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,16,1,,500-999,Yes
192680,city_67,Male,Has relevent experience,Grade 2,Graduate,Yes,11,1,,1-10,Yes
192705,city_103,Male,Has relevent experience,Grade 2,Phd,Yes,9,1,,100-500,Yes
192737,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,4,never,,50-99,Yes
192796,city_103,Male,No relevent experience,Grade 3,Masters,Yes,>20,>4,,10000+,Yes
192808,city_75,Male,Has relevent experience,Grade 2,Graduate,Yes,14,4,,,Yes
192844,city_10,,No relevent experience,Grade 1,High School,Yes,3,never,,,Yes
192901,city_21,Female,No relevent experience,Grade 1,Graduate,Yes,<1,never,,100-500,Yes
192999,city_103,Male,No relevent experience,Grade 3,High School,Yes,4,1,,,No
193093,city_123,Male,Has relevent experience,Grade 1,Masters,Yes,14,1,,<10,Yes
193172,city_103,,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,10000+,Yes
193258,city_16,Female,Has relevent experience,Grade 1,Masters,Yes,8,2,,50-99,Yes
193351,city_103,,Has relevent experience,Grade 3,High School,Yes,13,1,,100-500,Yes
193374,city_114,,No relevent experience,Grade 3,High School,Yes,6,never,,,No
193384,city_40,Male,Has relevent experience,Grade 2,Graduate,No,13,2,,50-99,Yes
193389,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,8,1,,50-99,Yes
193487,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,9,4,,50-99,Yes
193544,city_114,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,10000+,Yes
193551,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,10,2,,,No
193594,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,7,4,,10000+,No
193630,city_21,,Has relevent experience,Grade 1,Masters,Yes,11,2,,100-500,Yes
193668,city_173,Male,Has relevent experience,Grade 1,High School,Yes,6,never,,100-500,Yes
193704,city_10,Male,No relevent experience,Grade 1,High School,Yes,4,1,,1-10,No
193802,city_74,,Has relevent experience,Grade 2,Graduate,No,6,1,,1-10,Yes
193820,city_40,Male,Has relevent experience,Grade 2,Masters,Yes,9,1,,100-500,Yes
193872,city_99,Female,No relevent experience,Grade 1,Graduate,Yes,5,1,,1-10,No
193936,city_36,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,,No
193954,city_11,,No relevent experience,Grade 3,Graduate,Yes,2,1,,,Yes
194032,city_21,,Has relevent experience,Grade 2,Graduate,Yes,2,1,,5000-9999,No
194120,city_67,Male,Has relevent experience,Grade 3,Graduate,Yes,7,2,,50-99,Yes
194183,city_149,,Has relevent experience,Grade 2,Graduate,Yes,14,2,,,Yes
194258,city_21,Male,No relevent experience,Grade 3,High School,Yes,4,1,,,No
194290,city_149,Male,No relevent experience,Grade 3,Graduate,Yes,20,never,,,Yes
194314,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,8,4,,100-500,Yes
194361,city_94,Male,No relevent experience,Grade 3,Graduate,Yes,11,1,,1-10,No
194365,city_149,Male,No relevent experience,Grade 3,Graduate,Yes,<1,1,,1-10,Yes
194418,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,,Yes
194441,city_160,Other,No relevent experience,Grade 3,Graduate,Yes,>20,>4,,10000+,Yes
194510,city_160,Female,No relevent experience,Grade 3,Graduate,Yes,6,1,,,No
194557,city_103,Male,Has relevent experience,Grade 2,Graduate,No,10,1,,10000+,No
194642,city_114,Male,Has relevent experience,Grade 3,Graduate,Yes,3,1,,1-10,Yes
194690,city_65,,Has relevent experience,Grade 2,Graduate,Yes,16,1,,5000-9999,Yes
194746,city_102,Male,Has relevent experience,Grade 3,Graduate,Yes,13,3,,1000-4999,No
194812,city_74,Male,Has relevent experience,Grade 3,Graduate,Yes,13,1,,100-500,No
194873,city_9,Male,Has relevent experience,Grade 3,Graduate,Yes,10,>4,,100-500,Yes
194913,city_162,,Has relevent experience,Grade 2,Masters,Yes,11,3,,1000-4999,Yes
194994,city_65,,Has relevent experience,Grade 2,Masters,Yes,>20,1,,50-99,Yes
195036,city_28,Male,Has relevent experience,Grade 2,Graduate,Yes,11,4,,1-10,Yes
195127,city_16,Male,No relevent experience,Grade 3,High School,Yes,11,1,,,Yes
195173,city_114,Male,Has relevent experience,Grade 3,High School,Yes,>20,>4,,500-999,Yes
195180,city_103,Male,No relevent experience,Grade 3,Primary School,Yes,2,never,,,Yes
195219,city_19,Male,Has relevent experience,Grade 3,,Yes,8,1,,<10,Yes
195231,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,14,1,,50-99,Yes
195254,city_21,,No relevent experience,Grade 3,Graduate,Yes,3,never,,,Yes
195344,city_114,Male,Has relevent experience,Grade 2,Graduate,Yes,5,2,,1-10,Yes
195410,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,<10,Yes
195486,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,7,4,,100-500,No
195564,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,6,4,,100-500,Yes
195642,city_103,Male,Has relevent experience,Grade 3,High School,Yes,>20,1,,1-10,Yes
195728,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,3,1,,5000-9999,Yes
195808,city_114,Male,Has relevent experience,Grade 1,Graduate,Yes,13,2,,<10,Yes
195851,city_114,Male,Has relevent experience,Grade 1,Graduate,Yes,7,1,,,Yes
195898,city_16,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,50-99,No
195923,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,1000-4999,Yes
196012,city_23,Male,Has relevent experience,Grade 2,Graduate,Yes,5,1,,100-500,Yes
196101,city_114,Male,Has relevent experience,Grade 3,Graduate,No,10,1,,<10,Yes
196199,city_21,Male,Has relevent experience,Grade 3,Masters,Yes,7,2,,,Yes
196228,city_102,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,50-99,Yes
196279,city_114,Female,No relevent experience,Grade 3,Graduate,Yes,17,1,,<10,No
196292,city_72,,Has relevent experience,Grade 3,Masters,Yes,7,1,,<10,Yes
196342,city_152,,Has relevent experience,Grade 3,Graduate,No,4,1,,<10,Yes
196402,city_16,Male,No relevent experience,Grade 3,Graduate,Yes,7,1,,100-500,Yes
196438,city_160,Female,No relevent experience,Grade 1,Graduate,Yes,2,1,,500-999,Yes
196490,city_21,,Has relevent experience,Grade 3,Graduate,Yes,2,1,,100-500,Yes
196516,city_16,Male,Has relevent experience,Grade 1,High School,Yes,8,1,,10000+,No
196553,city_67,Male,Has relevent experience,Grade 3,High School,Yes,3,1,,<10,Yes
196636,city_104,Male,Has relevent experience,Grade 3,Graduate,Yes,9,2,,10000+,No
196672,city_103,Female,No relevent experience,Grade 3,Masters,Yes,6,1,,1-10,No
196701,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,7,2,,10000+,No
196744,city_16,,No relevent experience,Grade 3,High School,Yes,<1,never,,,No
196834,city_114,,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,5000-9999,No
196912,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,500-999,Yes
196944,city_149,,No relevent experience,Grade 2,,Yes,2,never,,,No
196998,city_160,Male,No relevent experience,Grade 1,High School,Yes,5,1,,,Yes
197078,city_45,Male,Has relevent experience,Grade 2,High School,Yes,9,1,,,No
197159,city_21,,Has relevent experience,Grade 3,Graduate,Yes,5,1,,100-500,No
197195,city_21,,No relevent experience,Grade 1,High School,Yes,5,never,,,Yes
197272,city_159,Male,Has relevent experience,Grade 3,Graduate,Yes,8,1,,50-99,No
197287,city_16,Male,No relevent experience,Grade 3,Masters,Yes,7,1,,,No
197331,city_114,Male,Has relevent experience,Grade 3,High School,No,>20,1,,,No
197360,city_90,Male,No relevent experience,Grade 3,Graduate,Yes,5,1,,1-10,Yes
197415,city_160,Male,Has relevent experience,Grade 2,Graduate,No,15,2,,50-99,No
197443,city_114,Male,No relevent experience,Grade 3,Graduate,Yes,17,3,,1000-4999,Yes
197514,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,,Yes
197540,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,4,2,,100-500,Yes
197576,city_173,Male,Has relevent experience,Grade 3,Masters,Yes,13,1,,,No
197636,city_71,Male,No relevent experience,Grade 2,High School,No,7,1,,100-500,Yes
197725,city_21,Female,Has relevent experience,Grade 2,Graduate,Yes,10,1,,50-99,Yes
197814,city_103,,No relevent experience,Grade 2,Graduate,Yes,2,2,,,Yes
197883,city_21,,Has relevent experience,Grade 2,Graduate,Yes,4,2,,10000+,Yes
197906,city_21,,Has relevent experience,Grade 3,Masters,Yes,10,2,,50-99,No
197926,city_13,Male,Has relevent experience,Grade 3,Graduate,Yes,6,2,,50-99,No
197954,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,9,1,,1-10,No
198020,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,100-500,Yes
198090,city_145,Male,No relevent experience,Grade 1,Graduate,Yes,1,1,,,No
198159,city_74,Male,Has relevent experience,Grade 1,Masters,Yes,2,1,,1-10,Yes
198256,city_114,,No relevent experience,Grade 3,Primary School,Yes,2,never,,,Yes
198277,city_26,Male,Has relevent experience,Grade 3,High School,Yes,6,2,,<10,No
198361,city_67,Male,Has relevent experience,Grade 2,Masters,Yes,11,2,,10000+,Yes
198428,city_36,Male,Has relevent experience,Grade 3,High School,Yes,10,2,,50-99,Yes
198501,city_40,Male,Has relevent experience,Grade 1,Graduate,Yes,11,4,,100-500,Yes
198600,city_136,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,50-99,Yes
198663,city_103,Male,Has relevent experience,Grade 3,High School,Yes,3,never,,50-99,Yes
198725,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,3,,,Yes
198788,city_158,Male,Has relevent experience,Grade 3,Graduate,Yes,10,2,,500-999,Yes
198824,city_114,,Has relevent experience,Grade 3,Masters,Yes,15,2,,10000+,Yes
198897,city_143,,Has relevent experience,Grade 3,Graduate,Yes,13,>4,,,Yes
198994,city_21,Male,No relevent experience,Grade 1,Masters,Yes,5,1,,,Yes
199038,city_136,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,10000+,No
199069,city_100,Male,Has relevent experience,Grade 2,Graduate,Yes,10,2,,,No
199145,city_104,Male,Has relevent experience,Grade 1,Graduate,Yes,15,1,,500-999,Yes
199227,city_64,Male,Has relevent experience,Grade 2,Masters,Yes,16,3,,,No
199241,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,10,1,,<10,Yes
199341,city_114,Male,Has relevent experience,Grade 3,High School,Yes,7,2,,<10,Yes
199423,city_114,,Has relevent experience,Grade 3,Masters,Yes,14,,,100-500,Yes
199518,city_71,,Has relevent experience,Grade 3,Graduate,Yes,15,>4,,10000+,No
199611,city_114,,No relevent experience,Grade 2,Graduate,Yes,12,2,,,Yes
199632,city_21,,Has relevent experience,Grade 1,Masters,Yes,9,>4,,,No
199662,city_21,,Has relevent experience,Grade 1,Graduate,No,5,1,,50-99,Yes
